,LineBackers,A,isHomeTeam,Distance,PlayerHeightInches,TimeSnapDiff,S,TightEnds,YardsToTouchdown,Season,TurfCode,Safeties,StadiumTypeCode,Age,IsPossTeamInLead,NoseTackles,isPlayDirectionLeft,Centers,Cornerbacks,DefensiveEnds,OffensiveGuards,HomeScoreBeforePlay,Y,Down,DefensiveTackles,isFirstDown,Quarter,DefendersInTheBox
4935,2,2.45,1,1,70,1.0,4.52,2,47,2017,1,2,1,23,0,1,1,0,2,4,4,33,23.13,4,0,1,4,8
4938,3,4.34,1,5,69,2.0,3.1,1,79,2017,1,2,1,28,0,0,0,0,2,2,3,0,26.86,2,2,1,1,7
4943,3,3.53,0,10,70,2.0,4.39,2,15,2017,1,2,1,27,0,0,1,1,2,2,2,0,29.39,2,2,1,1,7
4946,4,0.98,0,1,70,1.0,4.05,2,1,2017,1,2,1,30,0,0,1,1,0,2,2,0,26.76,3,3,1,1,11
4947,3,1.73,1,1,69,1.0,4.45,2,66,2017,1,2,1,28,1,1,0,0,2,2,3,0,20.95,3,1,1,1,8
4948,3,2.92,0,10,70,1.0,3.85,2,98,2017,1,2,1,30,0,0,0,1,2,2,2,0,23.28,1,2,1,2,8
4950,3,1.29,1,3,69,1.0,4.58,2,54,2017,1,2,1,28,1,0,1,0,2,2,3,0,27.86,2,2,1,2,8
4956,3,2.26,1,10,69,2.0,4.4,2,64,2017,1,2,1,28,1,0,1,0,2,2,3,0,26.27,1,2,1,3,7
4960,2,2.33,1,10,69,1.0,5.84,1,54,2017,1,2,1,28,1,1,1,0,3,2,3,0,20.5,2,1,1,3,6
4962,3,2.64,1,1,69,2.0,3.9,2,28,2017,1,2,1,28,1,0,1,0,2,2,3,0,27.41,2,2,1,3,6
4964,3,2.44,0,1,71,1.0,3.72,2,61,2017,1,2,1,21,0,0,0,1,2,2,2,3,23.38,2,2,1,3,7
4973,3,1.99,0,2,70,2.0,4.2,2,64,2017,1,2,1,30,0,0,1,1,2,2,1,3,24.16,3,2,1,4,9
4981,3,4.12,0,10,70,1.0,5.51,1,16,2017,2,2,1,26,0,0,1,1,2,2,2,7,32.77,1,2,1,1,7
4982,3,3.52,0,3,70,1.0,5.2,1,3,2017,2,2,1,26,0,0,1,1,2,2,2,7,32.93,1,2,1,1,7
4990,2,2.18,0,1,70,2.0,3.27,1,48,2017,2,2,1,26,0,0,0,2,3,3,1,14,30.29,4,1,1,2,7
5001,2,3.42,0,10,70,1.0,4.37,1,24,2017,2,2,1,26,0,0,1,1,3,2,2,21,31.76,1,2,1,3,7
5005,3,2.17,0,3,74,1.0,3.6,1,68,2017,2,2,1,26,1,0,1,1,3,1,2,27,24.67,2,2,1,3,7
5018,4,3.21,0,10,72,1.0,3.26,1,13,2017,1,2,1,22,1,0,1,1,3,1,2,3,30.78,1,1,1,1,7
5022,4,1.79,1,1,72,1.0,3.36,3,1,2017,1,2,1,25,1,0,0,1,1,3,3,3,22.91,2,1,1,1,11
5024,4,2.7,0,1,72,1.0,3.03,1,52,2017,1,2,1,22,1,1,1,1,3,1,2,10,23.03,4,0,1,1,7
5027,4,2.17,0,1,72,1.0,3.41,1,39,2017,1,2,1,22,1,0,1,1,3,2,2,10,26.85,3,0,1,1,7
5030,2,3.09,1,5,68,2.0,3.8,1,42,2017,1,1,1,27,0,0,1,1,4,2,2,10,27.97,2,2,1,2,7
5036,4,0.56,0,1,72,1.0,2.51,1,1,2017,1,2,1,22,1,1,0,1,3,0,2,13,27.84,2,1,1,2,8
5042,4,2.95,0,10,72,1.0,3.14,1,45,2017,1,2,1,22,0,1,0,1,3,0,2,13,30.56,2,1,1,3,7
5047,4,3.01,0,10,72,2.0,4.08,1,46,2017,1,2,1,22,0,1,0,1,3,1,2,13,26.1,1,0,1,3,7
5057,4,2.86,0,3,72,2.0,4.9,2,79,2017,1,2,1,22,0,1,1,1,2,1,2,19,26.2,2,1,1,4,7
5062,1,3.09,1,10,72,1.0,3.34,1,75,2017,1,2,1,25,1,0,0,1,4,2,3,19,27.34,1,2,1,4,4
5064,3,2.21,0,3,73,1.0,2.34,1,27,2017,2,2,2,25,0,0,1,1,2,1,3,0,30.47,2,3,1,1,8
5075,4,2.65,1,2,69,1.0,3.13,2,82,2017,2,2,2,24,0,1,0,2,2,1,1,3,28.65,2,1,1,1,7
5077,2,2.93,0,1,73,1.0,3.86,1,66,2017,2,3,2,25,1,0,0,1,2,2,3,6,26.9,2,2,1,2,7
5081,2,1.64,0,5,73,1.0,2.21,1,5,2017,2,3,2,25,1,0,0,1,2,1,3,6,28.26,1,3,1,2,6
5084,1,1.98,0,1,73,1.0,3.66,1,23,2017,2,4,2,25,0,0,0,1,2,2,3,9,22.81,3,2,1,2,7
5095,4,3.03,1,2,69,1.0,4.94,3,67,2017,2,2,2,26,1,1,0,2,2,1,2,12,27.62,2,1,1,3,8
5101,4,2.55,1,1,69,1.0,1.78,1,62,2017,2,2,2,24,1,1,1,2,3,0,1,15,25.85,2,1,1,4,7
5114,2,3.74,0,10,71,2.0,3.92,1,73,2017,1,2,1,30,0,1,1,1,2,3,2,0,22.56,1,1,1,1,7
5119,2,2.95,1,10,71,2.0,6.43,2,43,2017,1,3,1,22,0,1,0,1,3,2,1,14,16.21,1,0,1,1,7
5121,2,3.05,0,4,68,1.0,4.61,1,52,2017,1,2,1,26,1,1,1,1,2,3,2,14,31.33,2,1,1,1,8
5129,2,2.93,1,10,71,2.0,6.84,2,17,2017,1,2,1,22,0,2,1,1,3,2,1,14,15.34,1,0,1,2,7
5134,2,3.22,1,6,71,1.0,2.4,2,62,2017,1,3,1,22,0,1,1,1,3,2,1,17,21.26,2,0,1,2,6
5136,2,3.24,0,10,68,2.0,3.36,1,75,2017,1,3,1,26,1,0,0,1,3,2,2,20,29.17,1,1,1,3,7
5137,3,3.26,0,10,68,1.0,3.64,2,64,2017,1,2,1,26,1,1,0,1,2,2,2,20,26.56,1,1,1,3,7
5139,2,2.85,0,2,71,1.0,4.09,1,44,2017,1,3,1,25,1,0,0,1,3,2,2,20,29.44,3,1,1,3,6
5147,2,3.64,0,6,71,1.0,4.66,1,6,2017,1,2,1,25,1,1,0,1,3,3,2,20,22.07,2,0,1,3,7
5156,2,2.53,0,5,71,1.0,2.62,1,21,2017,1,3,1,30,1,0,1,2,3,2,1,29,31.27,3,1,1,4,6
5163,4,0.8,0,10,71,1.0,2.6,1,64,2017,2,2,1,29,1,1,0,1,2,2,2,7,23.2,1,0,1,1,7
5178,2,2.25,1,5,74,1.0,3.82,1,5,2017,2,2,1,31,0,0,0,1,3,2,2,24,28.07,1,2,1,4,7
5196,3,2.06,0,1,68,1.0,3.03,1,88,2017,1,2,1,25,0,1,0,1,2,2,2,0,28.94,3,1,1,2,7
5197,3,2.78,0,10,68,2.0,4.79,1,86,2017,1,2,1,25,0,1,0,1,2,2,2,0,28.51,1,1,1,2,7
5204,2,1.93,1,4,71,2.0,6.12,1,4,2017,1,2,1,21,1,1,1,1,3,2,2,0,21.46,1,1,1,2,8
5205,2,2.87,1,10,71,1.0,5.97,1,31,2017,1,2,1,21,1,1,1,1,3,2,2,7,19.57,1,1,1,2,7
5207,2,3.88,1,3,71,1.0,5.23,1,54,2017,1,2,1,21,0,1,0,1,3,2,2,14,35.85,2,1,1,3,6
5218,3,2.21,1,1,70,1.0,3.58,1,52,2017,1,2,1,27,0,1,1,1,2,2,2,20,24.03,2,1,1,4,8
5221,3,1.69,0,1,68,2.0,3.41,1,83,2017,1,2,1,25,1,1,0,1,2,2,2,20,29.97,3,1,1,4,7
5234,3,2.35,1,1,70,1.0,3.17,1,67,2017,2,2,4,26,1,0,1,1,2,2,2,0,26.79,2,2,1,1,7
5240,3,2.86,0,10,69,1.0,3.28,2,71,2017,2,2,4,34,0,0,1,1,2,1,2,0,29.95,1,3,1,2,7
5242,3,2.64,0,10,72,1.0,1.53,1,55,2017,2,2,4,21,0,0,1,1,3,2,2,0,30.9,1,1,1,2,6
5246,3,2.11,0,1,72,1.0,3.04,1,7,2017,2,2,4,21,0,0,1,1,3,1,2,0,29.35,3,2,1,2,7
5249,4,2.0,0,1,72,1.0,3.34,1,71,2017,2,3,4,21,0,0,1,1,3,1,2,0,30.3,2,0,1,2,7
5252,3,3.75,1,10,70,1.0,4.09,0,73,2017,2,2,4,26,1,0,0,1,3,2,2,7,24.06,2,1,1,3,6
5255,2,2.6,1,5,73,1.0,3.6,0,61,2017,2,2,4,21,1,0,0,1,3,2,2,7,30.68,2,2,1,3,6
5258,4,2.54,0,1,69,1.0,3.18,2,82,2017,2,2,4,34,0,0,1,2,1,1,2,7,24.67,3,3,1,3,9
5261,3,2.86,1,2,73,1.0,3.32,0,67,2017,2,2,4,21,1,0,0,1,3,1,2,7,29.49,2,2,1,3,7
5266,3,3.92,0,10,69,2.0,5.07,1,53,2017,2,2,4,34,0,0,0,1,3,1,2,7,33.15,1,2,1,4,6
5267,2,2.74,1,7,70,1.0,3.44,0,72,2017,2,2,4,26,1,0,1,1,3,1,2,7,23.47,2,3,1,4,7
5272,3,3.07,1,10,70,1.0,3.17,1,67,2017,2,2,4,26,1,0,1,1,3,2,2,14,22.93,2,1,1,4,6
5275,3,1.65,1,1,72,1.0,4.16,2,51,2017,1,2,4,29,0,0,0,2,2,2,1,0,31.48,3,2,1,1,8
5284,2,1.8,1,10,72,1.0,2.53,1,35,2017,1,2,4,29,0,0,1,2,3,2,1,3,24.07,2,2,1,2,6
5289,3,2.52,1,8,71,1.0,3.94,2,73,2017,1,2,4,25,0,0,0,2,2,2,1,13,24.28,2,2,1,3,7
5290,3,2.06,1,4,73,2.0,3.96,1,56,2017,1,2,4,24,0,0,0,2,2,2,1,13,27.83,2,2,1,3,8
5299,3,1.45,1,4,73,1.0,3.01,2,48,2017,1,1,4,24,0,0,1,2,3,2,1,23,28.93,2,2,1,4,8
5302,2,2.91,1,5,72,1.0,4.05,1,16,2017,1,1,4,29,0,0,1,2,4,2,1,23,26.12,2,2,1,4,6
5324,3,3.97,1,1,70,1.0,5.83,2,31,2017,2,2,2,22,0,0,1,1,2,2,1,9,26.26,3,2,1,2,8
5327,3,2.74,0,2,71,1.0,2.88,3,40,2017,2,2,2,23,1,0,0,0,2,2,3,9,30.08,2,2,1,2,8
5332,3,3.34,1,10,69,1.0,4.29,3,72,2017,2,2,2,27,0,0,1,1,2,2,2,16,23.3,1,2,1,3,7
5333,3,3.6,1,10,70,1.0,2.97,3,40,2017,2,2,2,22,0,0,1,1,2,2,2,16,29.32,1,2,1,3,7
5334,2,3.22,1,4,70,1.0,4.55,1,6,2017,2,2,2,22,0,0,1,1,3,2,2,16,24.44,2,2,1,3,6
5338,3,2.61,1,1,69,2.0,4.13,3,59,2017,2,2,2,27,0,0,1,1,2,2,2,30,22.25,3,2,1,3,8
5345,3,2.24,0,1,71,1.0,3.67,3,83,2017,2,2,2,23,1,0,1,0,2,2,4,30,24.55,3,2,1,4,8
5348,2,4.47,1,7,70,1.0,5.58,1,75,2017,2,2,2,22,0,0,0,1,3,2,2,30,25.71,2,2,1,4,7
5350,2,2.4,1,10,70,1.0,2.94,1,58,2017,2,2,2,22,0,0,0,1,3,2,2,30,28.84,3,2,1,4,5
5354,3,3.07,1,5,71,1.0,2.4,2,70,2017,2,2,1,25,0,0,0,1,2,1,2,0,24.88,2,3,1,1,7
5356,3,1.79,0,10,73,2.0,4.25,1,52,2017,2,2,1,23,0,0,1,1,3,1,2,0,26.99,1,2,1,1,7
5360,3,2.11,1,1,71,1.0,3.64,2,58,2017,2,2,1,25,1,0,0,1,2,1,2,0,29.56,3,3,1,1,8
5366,3,3.19,1,10,72,1.0,4.29,2,75,2017,2,2,1,23,1,0,1,1,2,1,2,7,24.54,1,3,1,2,7
5368,3,2.92,1,3,72,1.0,3.44,2,54,2017,2,2,1,23,1,0,1,1,2,1,2,7,22.52,2,3,1,2,7
5380,3,0.14,0,1,73,1.0,2.52,1,1,2017,2,2,1,23,0,0,1,1,3,1,2,10,25.38,2,2,1,3,8
5385,3,3.5,0,4,73,1.0,4.57,1,4,2017,2,2,1,23,0,0,1,1,3,1,2,10,23.31,2,2,1,3,6
5398,3,4.17,0,6,71,1.0,5.35,1,71,2017,2,2,1,24,0,1,0,1,3,1,2,17,21.08,2,1,1,4,6
5399,3,2.76,0,10,71,1.0,4.02,1,55,2017,2,2,1,24,0,1,0,1,3,1,2,17,25.22,1,1,1,4,7
5429,2,2.41,1,2,72,1.0,2.96,1,67,2017,1,2,1,24,0,1,1,1,3,3,2,24,23.46,2,0,1,2,6
5430,2,3.31,1,5,72,1.0,3.88,1,60,2017,1,3,1,24,0,1,1,1,3,2,2,24,26.55,1,0,1,2,6
5431,2,3.85,1,10,72,1.0,4.38,1,46,2017,1,3,1,24,0,1,1,1,3,2,2,24,24.55,1,0,1,2,6
5433,2,3.92,1,10,70,1.0,4.52,1,77,2017,1,2,1,23,0,1,0,1,3,3,2,31,30.58,1,0,1,3,6
5437,3,2.12,1,4,72,1.0,3.55,2,22,2017,1,2,1,30,0,2,0,1,2,2,3,31,26.52,2,0,1,3,8
5452,4,2.58,1,4,70,2.0,4.35,2,4,2017,1,2,1,23,0,2,1,1,2,1,3,44,31.85,1,0,1,4,7
5453,2,2.64,0,4,71,1.0,3.33,1,89,2017,1,2,1,25,1,0,0,1,3,2,2,51,28.98,2,2,1,4,7
5454,3,2.32,1,10,70,1.0,3.61,2,60,2017,1,2,1,23,0,1,1,1,1,3,3,51,21.65,1,0,1,4,7
5462,4,3.99,0,10,70,2.0,6.17,2,60,2017,1,2,1,23,1,0,1,2,2,1,1,3,28.34,1,2,1,1,7
5470,4,3.72,0,2,72,1.0,4.05,1,35,2017,1,3,1,26,1,1,0,3,1,1,1,10,30.8,4,1,1,2,8
5474,4,3.57,1,10,75,2.0,3.64,2,26,2017,1,2,1,23,0,0,1,2,2,1,1,10,21.79,1,2,1,2,7
5477,4,2.89,1,1,75,1.0,3.7,2,1,2017,1,2,1,23,0,1,1,2,1,1,1,10,28.78,3,2,1,2,10
5491,4,2.23,0,10,70,2.0,3.08,1,26,2017,1,2,1,23,1,0,0,2,3,0,1,16,30.66,1,2,1,4,5
5496,4,2.89,0,1,72,1.0,3.49,1,66,2017,1,2,1,26,1,0,0,2,3,1,1,23,30.44,3,1,1,4,6
5504,4,2.94,1,10,72,2.0,3.41,1,77,2017,1,2,1,27,1,0,0,1,2,0,2,0,21.74,1,3,1,1,8
5510,2,3.12,0,10,73,2.0,4.63,2,75,2017,1,2,1,32,0,0,0,1,2,4,2,3,27.71,1,1,1,2,8
5512,2,2.34,0,10,73,1.0,4.26,2,38,2017,1,2,1,32,0,1,0,1,2,4,2,3,29.32,1,0,1,2,8
5518,2,3.15,0,10,73,1.0,4.67,1,77,2017,1,2,1,32,0,1,0,1,3,3,2,3,30.62,2,0,1,2,7
5534,2,1.35,0,3,73,1.0,3.48,1,19,2017,1,2,1,32,0,1,1,1,3,3,2,10,23.9,2,0,1,3,7
5546,2,2.78,0,8,73,2.0,4.24,2,87,2017,1,2,1,32,0,1,0,1,2,4,2,10,27.37,2,0,1,4,8
5562,4,2.65,1,1,69,2.0,4.68,1,50,2017,2,2,1,24,0,1,1,2,2,1,2,2,27.83,3,1,1,2,8
5563,4,3.18,1,10,69,2.0,4.33,1,25,2017,2,2,1,24,0,0,1,2,2,1,2,2,30.51,1,2,1,2,8
5569,5,2.04,0,1,72,1.0,3.52,2,1,2017,2,2,1,25,1,0,0,1,0,2,3,2,25.24,2,3,1,2,10
5575,4,3.0,1,1,69,2.0,4.71,1,59,2017,2,2,1,24,1,0,1,2,2,1,2,2,29.07,3,2,1,3,8
5585,5,0.91,0,1,72,1.0,3.11,2,1,2017,2,2,1,25,1,0,1,1,0,2,3,14,22.45,1,3,1,4,10
5587,3,2.98,1,1,72,3.0,7.04,3,66,2017,2,2,2,22,0,1,1,1,2,2,2,0,14.32,3,1,1,1,7
5594,4,2.35,1,2,72,1.0,3.99,1,36,2017,2,2,2,22,0,1,1,1,3,0,2,0,29.42,2,1,1,1,6
5601,4,3.22,1,7,72,1.0,5.36,1,61,2017,2,2,2,22,0,1,0,1,3,1,2,7,20.07,2,0,1,2,6
5603,2,2.18,0,10,71,2.0,3.15,1,51,2017,2,1,2,22,1,0,0,1,4,3,1,14,29.97,1,1,1,3,6
5607,3,2.95,1,3,72,1.0,4.24,1,58,2017,2,2,2,22,1,1,1,1,3,2,2,14,29.41,2,0,1,3,6
5612,3,2.87,1,2,72,2.0,3.99,2,2,2017,2,2,2,22,1,1,1,2,1,1,2,14,31.99,2,3,1,3,9
5615,4,3.08,1,10,70,1.0,4.07,1,48,2017,2,2,2,28,0,1,0,1,3,0,2,21,22.46,1,1,1,4,6
5618,2,0.74,1,1,72,1.0,1.61,1,9,2017,2,1,2,22,0,1,0,1,3,1,2,21,30.49,3,3,1,4,8
5619,2,2.42,0,2,70,1.0,3.94,1,70,2017,2,2,2,26,1,0,1,1,4,3,1,28,29.82,3,0,1,4,6
5634,4,1.94,1,1,71,1.0,3.19,3,73,2017,1,2,1,25,1,0,0,1,2,1,1,0,26.18,3,2,1,2,8
5635,4,2.41,1,10,73,1.0,4.73,1,71,2017,1,2,1,23,1,0,0,1,3,1,1,0,26.18,1,1,1,2,7
5641,3,2.55,0,3,71,1.0,2.35,1,50,2017,1,2,1,31,1,0,1,1,3,1,2,6,24.64,3,2,1,2,7
5644,3,3.08,0,7,71,1.0,3.99,1,64,2017,1,2,1,31,0,0,0,1,3,1,2,9,26.17,2,2,1,3,6
5646,2,2.48,0,2,71,1.0,2.64,1,22,2017,1,2,1,31,0,0,0,1,3,2,2,9,30.55,3,2,1,3,7
5647,3,4.02,1,10,73,1.0,4.69,1,65,2017,1,2,1,23,1,0,1,1,3,1,1,9,25.76,2,2,1,3,7
5658,2,2.25,0,3,71,1.0,2.75,1,3,2017,1,2,1,31,0,0,1,1,3,2,2,16,22.55,1,2,1,4,8
5664,3,2.62,1,1,69,1.0,3.61,2,26,2017,3,2,1,22,0,0,1,1,2,1,2,0,31.7,2,3,1,1,8
5667,5,2.9,0,6,69,1.0,2.94,2,41,2017,3,3,1,24,0,0,0,2,2,0,1,0,28.53,2,1,1,1,7
5676,4,2.73,0,1,69,1.0,3.76,2,15,2017,3,3,1,24,0,0,1,2,3,0,1,0,27.73,2,1,1,2,7
5678,3,3.9,0,2,69,1.0,5.76,2,4,2017,3,3,1,24,0,1,1,2,3,0,1,0,28.42,2,1,1,2,8
5679,1,2.76,1,3,72,1.0,3.83,1,78,2017,3,4,1,24,1,0,0,1,2,3,2,0,29.78,3,1,1,2,6
5681,4,3.76,0,6,69,1.0,5.21,2,72,2017,3,3,1,26,0,1,0,2,2,0,1,3,24.07,2,1,1,3,7
5692,2,1.95,1,4,72,1.0,3.19,1,72,2017,3,3,1,24,1,0,0,1,2,1,2,3,29.37,2,3,1,4,6
5701,2,2.56,1,1,72,1.0,3.87,1,1,2017,3,3,1,22,1,0,0,1,2,1,3,10,23.96,1,3,1,4,7
5724,3,3.42,0,1,69,1.0,3.84,1,58,2017,1,3,4,24,0,0,1,2,2,1,2,7,24.37,3,2,1,2,7
5727,2,2.96,1,8,73,1.0,4.1,1,73,2017,1,2,4,32,1,0,1,1,3,2,2,7,22.05,2,2,1,3,7
5736,4,4.38,0,4,70,1.0,5.75,2,74,2017,1,2,4,24,0,0,0,2,2,1,2,10,27.94,2,2,1,3,7
5741,2,2.42,1,1,69,1.0,4.68,1,1,2017,1,2,4,28,1,0,0,1,3,3,2,10,25.35,1,1,1,4,8
5742,3,3.19,1,1,71,2.0,5.19,1,66,2017,2,2,1,29,0,0,0,1,1,2,3,0,34.04,3,3,1,1,9
5745,3,3.15,0,1,69,1.0,4.16,2,53,2017,2,2,1,27,1,0,1,1,2,2,1,3,22.57,2,2,1,1,8
5746,3,3.37,0,1,69,1.0,4.06,1,30,2017,2,2,1,27,1,0,1,1,2,2,1,3,22.94,4,2,1,1,8
5748,3,3.61,0,1,69,1.0,5.16,2,1,2017,2,1,1,27,1,0,1,1,1,2,2,3,27.03,1,4,1,1,10
5756,3,4.18,0,1,70,1.0,4.87,1,12,2017,2,2,1,22,0,0,0,1,2,2,1,3,26.8,3,2,1,2,7
5757,3,1.9,0,3,69,1.0,3.5,1,3,2017,2,2,1,27,0,0,0,1,2,2,1,3,29.61,2,2,1,2,8
5763,3,3.35,0,8,69,2.0,4.01,1,40,2017,2,2,1,27,0,0,1,1,2,2,1,3,27.4,2,2,1,3,7
5764,3,4.04,0,10,70,2.0,4.57,2,24,2017,2,2,1,22,0,0,1,1,2,2,1,3,32.68,1,2,1,3,8
5765,3,4.43,0,5,70,1.0,5.12,1,5,2017,2,2,1,22,0,0,1,1,2,2,1,3,33.41,1,2,1,3,8
5767,3,2.08,0,3,69,1.0,3.34,1,3,2017,2,2,1,27,0,0,1,1,2,2,1,3,23.6,1,2,1,3,8
5768,3,2.5,0,10,69,1.0,3.87,3,94,2017,2,2,1,27,0,0,1,1,2,2,1,3,31.64,1,2,1,3,8
5769,3,3.35,0,10,70,1.0,3.74,2,83,2017,2,2,1,22,0,0,1,1,2,2,1,3,28.24,1,2,1,3,8
5770,3,3.77,0,1,69,1.0,5.35,2,64,2017,2,2,1,27,0,0,1,1,2,2,2,3,27.21,2,2,1,3,7
5771,3,3.45,0,10,70,1.0,3.88,2,55,2017,2,2,1,22,0,0,1,1,2,2,1,3,25.37,1,2,1,3,8
5772,2,4.2,0,10,70,2.0,5.17,1,40,2017,2,2,1,22,0,0,1,1,3,2,1,3,31.44,1,2,1,3,7
5773,3,2.66,0,10,70,1.0,4.65,1,29,2017,2,2,1,22,0,0,1,1,2,2,1,3,27.03,1,2,1,3,7
5775,3,2.45,0,5,70,1.0,4.24,1,13,2017,2,2,1,22,0,0,1,1,2,2,1,3,33.17,2,2,1,3,7
5778,2,2.34,0,1,69,1.0,4.33,1,64,2017,2,2,1,27,0,0,0,1,3,2,2,3,31.46,3,2,1,4,7
5781,2,4.39,0,3,70,1.0,5.91,1,54,2017,2,2,1,22,0,0,0,1,3,2,2,3,34.14,3,2,1,4,6
5789,3,3.95,0,7,74,1.0,5.03,1,41,2017,2,2,1,22,0,0,0,1,2,2,2,3,32.66,2,2,1,4,8
5802,4,1.94,0,10,72,1.0,3.0,1,37,2017,1,2,1,24,0,0,0,1,2,1,3,3,24.99,1,2,1,2,7
5804,5,3.06,1,7,72,2.0,4.15,1,74,2017,1,2,1,23,1,1,1,1,3,0,2,3,25.77,2,0,1,2,6
5823,4,2.41,0,1,72,2.0,3.85,2,49,2017,1,2,1,22,0,1,0,1,2,0,3,6,30.47,4,2,1,3,8
5824,4,2.95,0,3,72,1.0,3.5,1,38,2017,1,2,1,22,0,0,1,1,3,0,3,6,31.11,2,2,1,4,6
5829,3,2.65,0,4,72,1.0,2.01,1,51,2017,1,2,1,22,0,1,1,1,3,0,3,13,22.01,2,2,1,4,6
5832,4,2.78,0,4,72,1.0,3.26,2,69,2017,1,2,1,22,0,1,1,1,2,0,3,16,25.23,2,2,1,4,8
5838,3,2.17,0,1,69,2.0,4.08,1,22,2017,2,2,2,24,0,0,0,0,2,1,2,0,28.02,2,3,1,1,7
5839,5,3.78,1,10,69,2.0,5.34,2,75,2017,2,2,2,24,1,0,1,2,2,0,0,0,26.34,1,2,1,1,7
5840,5,3.91,1,10,69,1.0,5.28,1,45,2017,2,2,2,26,1,0,1,2,3,0,0,0,26.63,1,2,1,1,7
5842,3,3.6,0,10,71,1.0,4.32,3,75,2017,2,2,2,24,0,0,0,0,2,2,2,3,25.35,1,2,1,1,7
5844,3,1.63,0,1,69,2.0,3.11,2,56,2017,2,2,2,24,0,0,0,0,2,1,2,3,30.3,4,3,1,1,7
5847,3,4.2,1,10,69,2.0,5.19,2,90,2017,2,2,2,24,1,0,0,2,2,2,0,3,27.09,1,2,1,2,8
5848,3,3.46,1,10,69,1.0,4.03,2,71,2017,2,2,2,26,1,0,0,2,2,2,0,3,30.0,1,2,1,2,8
5850,3,3.19,1,8,69,1.0,3.64,1,8,2017,2,2,2,24,1,0,0,2,2,2,0,3,29.56,1,2,1,2,5
5856,2,2.03,0,1,71,1.0,3.19,1,26,2017,2,3,2,24,1,0,1,0,2,1,2,17,23.98,3,3,1,2,7
5857,3,3.75,0,7,71,1.0,4.14,2,82,2017,2,2,2,24,1,0,1,0,2,1,2,17,24.45,2,3,1,3,7
5860,2,3.28,0,4,69,2.0,2.67,1,39,2017,2,3,2,24,1,0,1,0,2,2,2,17,26.43,2,2,1,3,6
5861,2,2.96,0,10,71,1.0,3.51,1,20,2017,2,3,2,24,1,0,1,0,2,2,2,17,29.43,1,2,1,3,6
5862,2,3.39,0,6,71,2.0,3.71,1,6,2017,2,3,2,24,1,0,1,0,2,2,2,17,30.06,1,2,1,3,7
5867,2,2.98,0,10,69,2.0,3.35,1,58,2017,2,3,2,24,0,0,1,0,2,2,2,17,29.74,1,2,1,3,7
5868,2,2.81,0,5,71,2.0,1.4,1,39,2017,2,3,2,24,0,0,1,0,2,2,2,17,24.4,2,2,1,3,6
5882,4,2.77,1,1,69,1.0,3.2,3,59,2017,2,3,3,34,0,1,0,1,1,1,2,0,30.92,3,1,1,1,8
5885,3,1.72,0,2,73,1.0,3.28,1,82,2017,2,3,3,25,0,0,1,1,1,0,3,0,30.58,2,4,1,1,9
5889,4,2.97,1,6,69,1.0,4.25,1,64,2017,2,2,3,34,0,0,0,1,3,1,2,0,21.28,2,1,1,1,6
5890,3,2.26,0,10,73,2.0,3.0,2,57,2017,2,2,3,25,1,0,0,1,2,1,2,7,25.06,1,3,1,2,7
5893,4,3.76,1,2,69,1.0,5.21,3,85,2017,2,2,3,34,0,1,1,1,2,1,2,7,21.31,2,1,1,2,7
5904,2,1.27,0,1,73,1.0,2.77,1,69,2017,2,2,3,25,1,0,0,1,3,1,2,17,30.96,2,3,1,3,7
5906,2,2.58,0,1,73,2.0,3.78,1,13,2017,2,2,3,25,1,0,0,1,3,1,2,17,25.64,3,3,1,3,7
5917,4,3.58,0,10,73,2.0,2.98,2,35,2017,2,2,3,22,0,0,1,1,2,0,2,17,29.37,1,3,1,4,8
5927,2,2.36,0,3,73,2.0,4.73,1,73,2017,1,2,4,24,0,1,0,1,3,2,3,0,27.56,2,1,1,1,6
5941,3,1.54,0,1,73,1.0,3.75,1,62,2017,1,2,4,24,1,0,1,1,3,1,3,6,30.09,3,2,1,2,6
5951,2,1.74,0,10,70,1.0,5.48,1,40,2017,1,2,4,22,0,1,1,1,3,2,3,6,21.73,1,1,1,3,4
5954,4,2.07,0,5,70,2.0,6.36,1,60,2017,1,2,4,22,0,1,1,1,2,1,3,6,21.34,2,1,1,3,7
5960,2,1.92,0,3,70,2.0,3.15,1,73,2017,1,2,4,22,0,1,0,1,3,2,3,14,28.35,2,1,1,4,5
5971,2,2.91,0,10,70,1.0,3.8,1,80,2017,1,2,1,29,0,0,1,1,3,2,2,0,27.83,1,2,1,1,6
5980,2,4.29,0,5,70,1.0,5.25,1,70,2017,1,2,1,23,1,0,1,1,3,2,2,3,32.46,2,2,1,1,6
6003,2,3.17,1,15,72,0.0,2.99,1,61,2017,1,5,1,27,0,0,0,0,2,2,3,9,31.2,3,0,1,4,5
6006,4,3.11,1,5,69,1.0,3.36,1,22,2017,1,3,1,28,0,0,0,0,2,2,3,9,24.52,2,0,1,4,7
6012,2,2.31,1,2,73,1.0,3.83,1,76,2017,1,1,1,29,0,0,1,2,4,2,1,0,29.52,2,2,1,1,6
6016,4,2.23,1,1,73,1.0,2.84,2,2,2017,1,2,1,29,0,0,1,2,0,1,1,0,22.11,2,4,1,1,11
6021,2,3.88,1,8,75,1.0,5.03,1,52,2017,1,2,1,23,0,0,0,2,3,2,1,7,32.61,2,2,1,2,7
