,isHomeTeam,X,Y,S,A,Orientation,Dir,Season,Quarter,Down,Distance,HomeScoreBeforePlay,VisitorScoreBeforePlay,IsPossTeamInLead,DefendersInTheBox,isPlayDirectionLeft,TimeSnapDiff,YardsToTouchdown,PlayerHeightInches,Age,Week,StadiumTypeCode,TurfCode,isFirstDown,Centers,Cornerbacks,DefensiveEnds,DefensiveTackles,LineBackers,NoseTackles,OffensiveGuards,Safeties,TightEnds
17747,1,87.7,28.19,3.04,4.28,279.66,300.58,2018,2,1,10,7,7,0,7,1,1.0,73,72,22,12,3,2,0,0,1,1,2,4,0,5,3,1
17748,1,84.61,29.32,5.3,1.76,203.15,183.38,2018,2,2,7,7,7,0,7,1,1.0,70,72,22,12,3,2,0,0,2,1,2,3,0,4,3,1
17749,1,63.52,22.46,4.38,2.72,239.41,245.42,2018,2,1,10,7,7,0,6,1,2.0,48,72,22,12,3,2,0,0,1,1,3,3,0,5,3,2
17750,1,59.62,21.05,2.71,2.88,242.91,271.1,2018,2,2,7,7,7,0,7,1,1.0,45,72,22,12,3,2,0,0,2,1,2,3,0,4,3,1
17751,1,54.31,22.65,4.84,4.74,300.52,296.93,2018,2,3,2,7,7,0,7,1,1.0,40,72,22,12,3,2,0,0,2,1,2,3,0,4,3,1
17752,1,50.57,20.17,5.12,1.31,232.95,208.46,2018,2,1,10,7,7,0,6,1,2.0,35,69,22,12,3,2,0,0,1,2,1,3,1,4,3,2
17753,1,40.59,25.78,4.56,2.68,283.73,305.46,2018,2,1,10,7,7,0,8,1,1.0,25,72,22,12,3,2,0,0,1,2,1,3,1,5,3,1
17754,1,84.1,29.98,4.8,1.94,265.19,217.23,2018,3,2,5,14,14,0,7,1,1.0,70,72,22,12,3,2,0,0,2,1,2,3,0,4,3,1
17755,0,74.27,27.47,4.93,2.48,114.29,127.49,2018,3,2,9,14,14,0,6,0,1.0,31,73,24,12,3,2,0,2,2,2,2,3,0,1,2,2
17756,0,87.79,24.0,4.54,1.38,80.8,149.84,2018,3,1,10,14,14,0,6,0,1.0,18,69,35,12,3,2,0,2,3,1,3,2,0,1,2,1
17757,1,37.15,30.17,4.27,2.49,273.61,239.89,2018,3,1,10,14,17,1,5,1,1.0,23,69,22,12,3,2,0,0,1,1,2,4,0,4,3,2
17758,1,35.19,30.19,4.69,3.65,274.36,271.95,2018,3,2,7,14,17,1,8,1,1.0,20,72,22,12,3,2,0,0,1,1,2,4,0,5,3,1
17759,0,43.34,27.17,3.64,2.6,101.34,131.72,2018,3,1,10,14,17,0,6,0,1.0,62,69,35,12,3,2,0,2,3,1,3,2,0,1,2,1
17760,0,43.72,26.78,4.55,2.0,111.96,146.2,2018,3,2,10,14,17,0,6,0,1.0,62,69,35,12,3,2,1,2,3,1,3,2,0,1,2,1
17761,0,52.35,23.03,2.57,4.13,44.88,54.41,2018,3,1,10,14,17,0,6,0,2.0,52,69,35,12,3,2,0,2,3,1,3,2,0,1,2,1
17762,0,65.81,23.17,4.31,3.39,45.11,45.54,2018,3,1,10,14,17,0,6,0,1.0,40,69,35,12,3,2,0,2,3,2,2,2,0,1,2,1
17763,0,49.45,23.04,5.69,1.19,253.44,215.13,2018,4,2,4,14,17,0,6,1,1.0,34,69,35,12,3,2,1,2,3,2,2,2,0,1,2,1
17764,0,29.08,27.08,4.0,4.48,280.22,244.06,2018,4,2,13,14,17,0,6,1,2.0,14,73,24,12,3,2,1,2,3,1,3,2,0,1,2,1
17765,1,30.63,27.41,5.7,2.21,18.79,4.53,2018,4,1,10,14,24,1,6,0,1.0,75,72,22,12,3,2,1,0,2,2,2,2,0,4,3,1
17766,1,40.44,30.26,5.18,3.62,162.41,164.77,2018,4,1,10,14,24,1,6,0,1.0,65,72,22,12,3,2,1,0,2,2,2,2,0,4,3,1
17767,1,78.85,23.17,5.07,1.98,46.39,15.55,2018,4,2,7,14,24,1,6,0,2.0,27,72,22,12,3,2,0,0,1,1,2,4,0,4,3,2
17768,0,90.11,29.42,5.1,3.45,205.47,175.65,2018,4,3,10,17,24,0,4,1,1.0,75,73,24,12,3,2,0,2,3,1,3,1,0,1,3,1
17769,1,35.17,21.8,1.96,2.88,94.84,59.82,2018,4,1,10,17,24,1,5,0,2.0,70,69,22,12,3,2,0,0,2,2,1,2,1,4,3,1
17770,1,80.82,22.84,4.08,2.48,78.68,47.33,2018,4,1,10,17,24,1,7,0,1.0,25,69,22,12,3,2,0,0,2,2,2,2,0,4,3,1
17771,1,89.61,30.35,3.81,2.84,91.47,129.63,2018,4,2,1,17,24,1,6,0,2.0,16,69,22,12,3,2,1,0,2,2,2,2,0,4,3,1
17772,0,108.74,24.68,3.55,1.74,246.87,288.82,2018,4,1,10,24,24,0,7,1,1.0,94,69,35,12,3,2,0,2,3,1,3,2,0,1,2,1
17773,0,108.37,27.87,3.89,4.28,310.01,304.06,2018,4,3,10,24,24,0,4,1,1.0,94,73,24,12,3,2,0,2,3,1,3,1,0,1,3,2
17774,1,47.99,22.8,4.17,1.94,80.27,50.6,2018,4,1,10,24,24,0,7,0,1.0,58,69,22,12,3,2,0,0,2,2,2,2,0,4,3,1
17775,1,82.95,30.21,4.31,3.13,94.57,131.13,2018,4,1,10,24,24,0,6,0,1.0,23,69,22,12,3,2,0,0,2,1,1,3,1,4,3,1
17776,1,85.41,31.99,1.69,4.2,56.65,34.27,2018,4,2,6,24,24,0,7,0,2.0,19,69,22,12,3,2,0,0,2,1,1,3,1,4,3,1
17777,1,92.21,29.95,4.05,2.41,86.81,86.94,2018,4,3,1,24,24,0,8,0,1.0,14,69,22,12,3,2,0,0,1,1,2,3,1,5,3,1
17778,1,89.7,32.33,5.18,2.09,218.48,313.23,2018,1,1,10,0,0,0,6,1,1.0,75,71,25,12,1,2,0,2,2,2,2,3,0,1,2,2
17779,1,88.83,29.1,3.75,3.57,219.73,324.47,2018,1,2,10,0,0,0,7,1,1.0,75,71,25,12,1,2,0,2,3,1,2,3,0,1,2,2
17780,1,64.57,23.17,4.45,2.54,218.13,326.36,2018,1,2,6,0,0,0,7,1,1.0,51,70,24,12,1,2,0,2,3,1,2,3,0,1,2,1
17781,0,18.32,22.89,3.4,3.44,80.55,30.81,2018,1,1,10,0,0,0,6,0,2.0,87,71,23,12,1,2,0,1,4,2,1,2,1,2,1,1
17782,0,24.93,28.86,4.44,2.47,83.57,70.38,2018,1,2,3,0,0,0,7,0,2.0,80,70,26,12,1,2,0,1,4,2,1,2,1,2,1,1
17783,0,27.52,27.43,5.16,4.13,109.73,145.83,2018,1,3,1,0,0,0,7,0,1.0,78,71,23,12,1,2,1,1,4,2,1,2,1,2,1,1
17784,0,64.47,26.68,5.64,2.84,44.74,28.47,2018,1,1,10,0,0,0,8,0,1.0,40,71,23,12,1,2,0,1,3,1,2,4,0,2,1,1
17785,1,74.84,24.39,5.61,2.84,337.88,353.9,2018,1,1,10,0,0,0,7,1,1.0,61,70,24,12,1,2,0,2,3,1,2,3,0,1,2,1
17786,1,39.95,26.15,5.5,1.97,257.74,198.55,2018,1,2,11,0,0,0,7,1,1.0,24,70,24,12,1,2,0,2,3,1,2,3,0,1,2,2
17787,0,71.01,30.14,2.4,3.59,94.49,68.1,2018,1,1,10,7,0,1,6,0,1.0,32,70,26,12,1,2,0,1,4,1,1,4,0,2,1,1
17788,1,58.35,27.34,4.62,2.68,114.75,161.4,2018,2,2,6,7,7,0,7,0,2.0,45,71,25,12,1,2,0,2,3,1,2,3,0,1,2,2
17789,0,87.3,25.22,4.55,2.71,271.2,300.99,2018,2,1,10,7,7,0,7,1,1.0,72,71,23,12,1,2,0,1,3,2,0,4,1,2,1,1
17790,0,84.38,24.38,4.12,3.23,300.56,284.52,2018,2,2,7,7,7,0,6,1,1.0,69,70,26,12,1,2,0,1,4,1,1,4,0,2,1,1
17791,0,75.03,24.5,3.74,2.69,274.87,286.74,2018,2,1,10,7,7,0,7,1,1.0,60,71,23,12,1,2,0,1,3,1,2,3,1,2,1,1
17792,0,85.46,24.2,3.65,2.48,276.18,275.2,2018,2,1,10,7,7,0,7,1,2.0,70,71,23,12,1,2,1,1,3,1,1,4,1,2,1,1
17793,0,49.2,24.91,4.4,2.63,267.89,290.45,2018,2,1,10,7,7,0,6,1,1.0,34,71,23,12,1,2,0,1,3,2,1,4,0,2,1,1
17794,0,43.49,28.57,5.38,1.99,282.09,311.39,2018,2,2,5,7,7,0,7,1,1.0,29,71,23,12,1,2,1,1,3,2,1,4,0,2,1,1
17795,0,36.71,27.11,1.13,2.66,269.64,263.0,2018,2,1,10,7,7,0,6,1,1.0,22,70,26,12,1,2,0,1,4,1,1,4,0,2,1,1
17796,0,112.23,30.59,4.08,2.96,217.07,272.43,2018,2,1,10,7,10,0,7,1,1.0,98,71,23,12,1,2,0,1,4,2,1,2,1,2,1,1
17797,0,112.2,25.76,4.72,2.16,259.93,240.14,2018,2,2,10,7,10,0,6,1,1.0,98,71,23,12,1,2,0,1,4,2,1,2,1,2,1,1
17798,0,107.0,20.37,6.25,2.09,227.04,213.24,2018,2,3,4,7,10,0,6,1,1.0,92,71,23,12,1,2,0,1,4,2,0,4,0,2,1,1
17799,0,29.75,24.95,4.88,3.33,93.26,110.69,2018,3,1,10,10,10,0,7,0,2.0,75,71,23,12,1,2,1,1,3,1,1,4,1,2,1,1
17800,0,67.78,31.26,4.35,3.63,105.96,75.21,2018,3,2,3,10,10,0,7,0,1.0,37,71,23,12,1,2,0,1,3,1,1,4,1,2,1,1
17801,0,72.84,25.13,4.98,2.98,73.63,70.94,2018,3,1,10,10,10,0,6,0,1.0,32,71,23,12,1,2,0,1,3,2,1,4,0,2,1,1
17802,0,85.22,31.05,3.69,3.86,128.32,138.71,2018,3,1,10,10,10,0,6,0,1.0,20,70,26,12,1,2,0,1,4,1,1,4,0,2,1,1
17803,0,83.13,26.88,5.04,2.08,109.26,167.83,2018,3,2,10,10,10,0,6,0,1.0,20,71,23,12,1,2,0,1,3,2,0,4,1,2,1,1
17804,0,94.21,22.42,4.37,2.84,93.1,124.51,2018,3,3,1,10,10,0,9,0,1.0,11,71,23,12,1,2,0,1,2,2,2,3,1,2,1,1
17805,1,73.98,22.82,3.69,3.47,315.9,331.23,2018,3,1,10,10,13,1,6,1,1.0,60,70,24,12,1,2,0,2,2,1,2,3,0,1,3,1
17806,1,66.01,29.97,3.13,3.46,275.01,295.0,2018,3,3,1,10,13,1,8,1,1.0,51,71,25,12,1,2,1,2,2,1,3,3,0,1,2,3
17807,1,37.76,22.59,4.08,4.39,283.33,331.56,2018,3,1,10,10,13,1,6,1,1.0,24,70,24,12,1,2,0,2,3,2,2,2,0,1,2,1
17808,0,56.97,25.29,3.18,3.54,106.15,147.7,2018,3,1,10,13,13,0,6,0,1.0,48,70,26,12,1,2,1,1,4,1,0,4,1,2,1,1
17809,0,84.26,25.06,2.82,3.17,122.64,154.86,2018,3,1,10,13,13,0,6,0,1.0,21,70,26,12,1,2,0,1,4,1,0,4,1,2,1,1
17810,1,89.52,24.88,4.52,2.91,273.6,246.08,2018,3,1,10,13,20,1,7,1,2.0,75,71,25,12,1,2,0,2,2,2,2,3,0,1,2,2
17811,1,85.28,27.86,3.36,3.49,293.22,287.62,2018,3,2,5,13,20,1,8,1,1.0,70,71,25,12,1,2,1,2,2,2,2,3,0,1,2,3
17812,0,95.66,28.92,3.27,2.64,251.29,251.66,2018,4,1,10,13,20,0,7,1,1.0,80,71,23,12,1,2,1,1,3,1,1,4,1,2,1,1
17813,0,39.64,30.42,3.71,3.2,276.77,288.25,2018,4,2,4,13,20,0,6,1,1.0,24,71,23,12,1,2,1,1,4,2,0,4,0,2,1,1
17814,0,15.06,31.38,4.23,2.71,281.45,316.01,2018,4,2,1,13,20,0,9,1,1.0,1,71,23,12,1,2,0,1,1,2,2,3,1,2,2,2
17815,0,14.93,31.79,5.39,3.42,268.15,322.67,2018,4,3,1,13,20,0,9,1,1.0,1,71,23,12,1,2,1,1,1,2,2,3,1,2,2,2
17816,0,101.39,26.7,5.97,2.65,301.62,326.16,2018,4,1,10,13,27,0,7,1,1.0,86,71,23,12,1,2,0,1,3,0,2,4,1,2,1,1
17817,1,44.66,23.24,4.18,3.79,77.52,20.79,2018,4,1,10,13,27,1,6,0,1.0,61,70,24,12,1,2,0,2,3,3,1,1,0,1,3,1
17818,0,110.69,30.92,5.03,2.62,351.63,296.1,2018,4,1,10,13,27,0,8,1,1.0,96,70,26,12,1,2,0,1,3,0,2,4,1,2,1,1
17819,0,107.99,31.47,4.62,3.08,324.54,305.5,2018,4,2,7,13,27,0,8,1,1.0,93,70,26,12,1,2,1,1,3,0,2,4,1,2,1,1
17820,0,90.08,28.56,4.19,2.99,294.8,303.48,2018,1,1,10,0,0,0,7,1,1.0,75,72,21,12,1,1,0,1,2,2,2,3,0,2,2,2
17821,0,79.25,26.8,4.45,3.09,296.88,296.76,2018,1,1,10,0,0,0,6,1,1.0,64,72,21,12,1,1,0,1,3,2,2,2,0,2,2,1
17822,0,64.69,30.5,3.74,1.79,286.73,284.55,2018,1,1,10,0,0,0,7,1,1.0,50,72,21,12,1,1,1,1,2,2,2,3,0,2,2,2
17823,0,38.32,27.99,5.38,3.61,276.3,254.64,2018,1,1,10,0,0,0,7,1,1.0,24,72,24,12,1,1,0,1,2,2,2,3,0,2,2,1
17824,0,35.67,32.52,4.85,3.5,292.27,286.15,2018,1,2,7,0,0,0,6,1,1.0,21,72,24,12,1,1,1,1,3,2,2,2,0,2,2,1
17825,1,52.53,28.74,2.17,3.08,97.66,56.52,2018,1,1,10,0,6,1,7,0,1.0,52,74,22,12,1,1,0,1,3,2,2,2,0,2,2,1
17826,0,108.43,24.06,4.32,1.88,276.31,242.18,2018,1,1,10,0,6,0,7,1,2.0,94,72,21,12,1,1,0,1,3,2,2,2,0,2,2,1
17827,0,24.23,22.17,4.57,2.69,284.58,245.8,2018,1,1,10,0,6,0,8,1,1.0,10,72,21,12,1,1,0,1,2,2,2,3,0,2,2,2
17828,0,23.47,22.36,4.49,2.48,275.59,247.53,2018,1,2,9,0,6,0,7,1,1.0,9,72,21,12,1,1,0,1,3,2,2,2,0,2,2,1
17829,1,28.08,21.66,4.76,5.91,82.19,106.58,2018,1,1,10,0,9,1,7,0,1.0,76,70,24,12,1,1,0,1,2,1,2,3,0,2,3,2
17830,1,54.37,30.35,4.03,2.97,119.91,143.95,2018,1,2,10,0,9,1,7,0,1.0,51,70,24,12,1,1,0,1,2,1,2,3,0,2,3,2
17831,0,16.9,32.76,4.85,2.59,94.27,23.88,2018,2,1,10,0,9,0,7,0,1.0,87,72,21,12,1,1,0,1,3,2,2,2,0,2,2,0
17832,1,77.5,24.7,3.01,3.41,248.95,235.6,2018,2,2,3,0,12,1,7,1,1.0,63,70,24,12,1,1,0,1,2,1,2,3,0,2,3,2
17833,1,77.36,22.63,4.67,3.98,273.59,312.72,2018,2,3,3,0,12,1,6,1,1.0,63,70,24,12,1,1,1,1,3,1,2,3,0,2,2,1
17834,1,46.3,21.4,4.99,0.65,250.84,226.0,2018,2,1,10,0,12,1,7,1,1.0,31,74,22,12,1,1,0,1,3,1,2,3,0,2,2,1
17835,0,50.4,25.93,4.93,3.28,91.88,68.77,2018,2,1,10,3,12,0,7,0,1.0,55,72,21,12,1,1,0,1,3,2,2,2,0,2,2,1
17836,0,54.28,22.91,4.65,3.91,108.62,104.43,2018,2,2,6,3,12,0,6,0,2.0,51,72,21,12,1,1,1,1,3,2,2,2,0,2,2,1
17837,1,89.83,30.26,4.58,2.42,265.06,214.49,2018,2,1,10,3,19,1,7,1,1.0,75,74,22,12,1,1,0,1,2,2,1,3,0,2,3,1
17838,1,31.27,27.84,1.72,3.03,280.17,259.86,2018,2,1,10,3,19,1,6,1,1.0,16,74,22,12,1,1,0,1,3,2,1,3,0,2,2,1
17839,1,29.5,21.91,1.64,4.06,154.14,141.13,2018,3,1,10,11,19,1,7,0,1.0,75,74,22,12,1,1,0,1,3,2,2,2,0,2,2,1
17840,1,40.71,28.29,1.79,2.75,110.23,105.95,2018,3,1,10,11,19,1,6,0,1.0,64,74,22,12,1,1,0,1,3,1,2,3,0,2,2,1
17841,1,45.91,23.56,0.99,3.19,146.08,172.22,2018,3,2,4,11,19,1,7,0,1.0,58,74,22,12,1,1,1,1,3,1,2,3,0,2,2,1
17842,0,104.65,29.31,4.36,1.69,290.82,295.71,2018,3,1,10,11,19,0,7,1,1.0,90,72,21,12,1,1,0,1,3,2,2,2,0,2,2,1
17843,0,113.36,24.64,1.9,3.55,293.95,310.01,2018,3,3,18,11,19,0,3,1,1.0,98,72,21,12,1,1,0,1,4,2,1,2,0,2,2,1
17844,1,58.17,22.41,4.8,3.01,95.13,108.89,2018,3,2,10,11,19,1,8,0,2.0,47,74,22,12,1,1,1,1,2,2,2,2,0,2,3,3
17845,1,77.09,26.02,4.71,0.99,85.07,63.51,2018,3,1,10,11,19,1,8,0,1.0,28,74,22,12,1,1,0,1,2,2,2,2,0,2,3,3
17846,1,91.23,31.51,4.78,2.5,81.6,63.28,2018,3,1,10,11,19,1,8,0,1.0,14,74,22,12,1,1,0,1,2,2,2,2,0,2,3,3
17847,1,98.72,32.15,4.82,1.66,87.77,61.51,2018,3,2,3,11,19,1,8,0,2.0,7,74,22,12,1,1,0,1,2,2,2,2,0,2,3,3
17848,0,90.02,26.18,4.51,2.2,286.12,259.05,2018,3,1,10,14,19,0,7,1,1.0,75,72,24,12,1,1,0,1,2,2,2,3,0,2,2,2
17849,0,85.34,26.48,4.76,2.92,256.63,246.11,2018,3,2,5,14,19,0,7,1,1.0,70,72,24,12,1,1,1,1,3,2,2,2,0,2,2,2
17850,0,83.07,32.51,4.98,1.02,306.09,321.55,2018,3,2,15,14,19,0,8,1,2.0,68,72,24,12,1,1,0,1,3,3,1,2,0,2,2,2
17851,1,53.68,32.85,1.8,4.26,335.51,334.38,2018,4,1,10,14,19,1,7,1,1.0,38,70,24,12,1,1,0,1,2,1,2,3,0,2,3,2
17852,1,45.18,24.37,1.19,3.44,278.07,267.37,2018,4,2,2,14,19,1,7,1,1.0,30,74,22,12,1,1,1,1,2,0,2,4,0,2,3,2
17853,1,29.96,28.27,3.66,8.0,294.22,292.29,2018,4,1,10,14,19,1,7,1,1.0,15,74,22,12,1,1,1,1,3,1,1,4,0,2,2,1
17854,1,17.9,28.29,3.79,3.17,278.91,287.42,2018,4,1,4,14,19,1,7,1,1.0,4,74,22,12,1,1,0,1,3,1,1,4,0,2,2,1
17855,1,14.82,25.13,4.55,2.39,279.23,272.26,2018,4,2,1,14,19,1,7,1,1.0,1,74,22,12,1,1,1,1,3,1,2,3,0,2,2,1
17856,0,46.53,28.11,4.42,2.12,112.46,133.13,2018,4,2,2,22,19,1,7,0,2.0,59,72,21,12,1,1,0,1,3,2,2,2,0,2,2,2
17857,0,93.85,25.41,4.73,2.65,91.93,67.85,2018,4,2,5,22,19,1,8,0,1.0,12,72,21,12,1,1,0,1,3,2,2,2,0,2,2,1
17858,1,90.19,28.08,1.8,2.8,257.08,254.88,2018,4,1,10,22,22,0,7,1,1.0,75,74,22,12,1,1,0,1,3,0,2,4,0,2,2,1
17859,1,66.41,32.31,5.28,2.85,356.11,332.25,2018,4,1,10,22,22,0,8,1,1.0,51,74,22,12,1,1,0,1,2,0,2,4,0,2,3,2
17860,1,56.74,30.04,4.46,2.08,293.21,275.84,2018,4,3,1,22,22,0,7,1,1.0,42,74,22,12,1,1,0,1,3,1,2,3,0,2,2,1
17861,1,45.33,22.91,3.85,2.77,269.79,272.92,2018,4,1,10,22,22,0,7,1,2.0,30,74,22,12,1,1,0,1,3,2,2,2,0,2,2,1
17862,1,44.05,21.45,4.74,2.06,269.38,242.94,2018,4,2,9,22,22,0,8,1,2.0,29,74,22,12,1,1,0,1,2,2,2,2,0,2,3,2
17863,1,41.68,30.07,4.22,2.38,252.79,213.37,2018,4,3,7,22,22,0,7,1,1.0,27,74,22,12,1,1,0,1,2,2,2,2,0,2,3,2
17864,1,38.86,30.38,4.58,3.46,74.21,74.59,2018,1,3,1,0,0,0,7,0,2.0,66,71,24,12,1,1,0,1,3,3,0,2,1,1,2,1
17865,0,105.4,25.88,4.4,3.6,298.58,287.58,2018,1,1,10,0,0,0,7,1,1.0,90,71,23,12,1,1,1,2,3,0,2,5,0,1,1,1
17866,1,31.36,20.67,5.13,1.99,125.24,145.93,2018,1,1,10,0,0,0,7,0,1.0,73,71,24,12,1,1,1,1,3,1,2,2,1,1,2,1
17867,1,37.03,23.9,3.03,3.08,70.29,74.74,2018,1,1,15,0,0,0,7,0,1.0,67,71,24,12,1,1,0,1,4,1,2,2,1,1,1,1
17868,1,86.89,21.85,4.34,3.24,137.92,136.95,2018,1,1,10,0,0,0,7,0,1.0,18,71,24,12,1,1,1,1,3,3,0,3,1,1,1,2
17869,1,100.71,21.05,4.49,1.9,128.67,149.59,2018,1,1,4,0,0,0,7,0,1.0,4,71,24,12,1,1,0,1,4,3,0,2,1,1,1,1
17870,0,90.1,25.86,5.85,0.96,239.45,196.6,2018,1,1,10,7,0,1,7,1,1.0,73,71,23,12,1,1,0,2,3,1,1,5,0,1,1,1
17871,0,86.11,21.39,5.06,2.61,294.29,243.13,2018,1,2,8,7,0,1,7,1,2.0,71,71,23,12,1,1,0,2,3,1,1,5,0,1,1,1
17872,1,12.54,23.97,4.96,2.2,120.13,153.41,2018,1,2,18,7,0,0,7,0,2.0,92,71,24,12,1,1,0,1,3,3,1,3,0,1,1,2
17873,0,73.82,26.96,5.51,2.46,344.67,337.16,2018,1,2,10,7,0,1,5,1,1.0,58,71,23,12,1,1,0,2,3,0,2,5,0,1,1,1
17874,1,17.68,32.02,4.24,2.33,71.65,58.9,2018,1,1,10,7,0,0,6,0,1.0,87,71,24,12,1,1,0,1,4,3,0,2,1,1,1,1
17875,1,32.25,27.65,4.77,1.3,6.49,359.69,2018,1,1,10,7,0,0,6,0,1.0,73,71,24,12,1,1,0,1,4,2,2,2,0,1,1,1
17876,0,34.69,32.93,6.22,2.18,86.29,30.19,2018,2,2,1,7,0,1,7,0,1.0,70,71,23,12,1,1,1,2,3,2,2,3,0,1,1,2
17877,0,57.62,26.37,5.58,1.01,74.25,51.46,2018,2,1,10,7,0,1,6,0,1.0,47,72,23,12,1,1,0,2,3,1,2,4,0,1,1,2
17878,0,60.02,28.6,5.34,4.06,41.81,3.93,2018,2,2,8,7,0,1,7,0,1.0,45,71,23,12,1,1,1,2,3,0,2,5,0,1,1,1
17879,0,67.87,28.5,3.98,5.43,100.12,169.55,2018,2,1,10,7,0,1,7,0,1.0,34,71,23,12,1,1,1,2,3,1,1,5,0,1,1,1
17880,0,86.61,23.49,4.06,3.48,122.44,120.07,2018,2,1,15,7,0,1,7,0,1.0,18,71,23,12,1,1,0,2,3,0,2,5,0,1,1,1
17881,1,56.07,28.15,4.77,2.29,263.94,241.72,2018,2,2,2,7,6,0,7,1,1.0,41,66,28,12,1,1,1,1,2,2,1,3,1,2,2,2
17882,1,38.86,26.18,4.68,2.45,210.43,182.85,2018,2,2,10,7,6,0,7,1,1.0,24,66,28,12,1,1,0,1,3,2,1,3,0,2,2,1
17883,0,30.25,30.23,5.37,3.44,140.49,175.43,2018,2,1,10,10,6,1,6,0,1.0,75,71,23,12,1,1,0,2,3,0,2,5,0,1,1,2
17884,0,96.22,26.26,4.64,2.75,302.42,338.51,2018,3,1,10,13,6,1,7,1,1.0,79,71,23,12,1,1,1,2,3,1,1,5,0,1,1,1
17885,0,24.91,25.52,4.29,2.38,268.73,309.15,2018,3,1,9,13,6,1,6,1,1.0,9,72,23,12,1,1,0,2,4,0,2,4,0,1,1,1
17886,0,14.65,28.81,3.91,2.09,292.09,318.6,2018,3,2,1,13,6,1,7,1,1.0,1,71,23,12,1,1,0,2,3,0,2,5,0,1,1,2
17887,1,63.88,23.04,3.71,2.8,84.61,97.34,2018,3,1,10,13,9,0,7,0,1.0,41,71,24,12,1,1,0,1,2,3,0,3,1,1,2,2
17888,1,98.33,27.34,4.43,2.6,110.86,118.37,2018,3,2,3,13,9,0,7,0,1.0,6,71,24,12,1,1,1,1,2,3,1,3,0,1,2,2
17889,1,103.65,24.9,4.03,2.63,95.88,63.83,2018,3,1,2,13,9,0,10,0,1.0,2,71,24,12,1,1,1,1,1,3,1,4,1,2,1,3
17890,0,92.63,27.46,5.49,2.06,320.5,358.64,2018,3,1,10,20,9,1,7,1,2.0,75,71,23,12,1,1,1,2,3,1,2,4,0,1,1,1
17891,0,65.56,20.83,5.64,2.51,242.06,187.22,2018,3,1,10,20,9,1,7,1,2.0,48,71,23,12,1,1,0,2,3,1,2,4,0,1,1,1
17892,0,58.64,20.68,6.41,2.31,237.36,218.82,2018,3,2,5,20,9,1,6,1,2.0,43,72,23,12,1,1,0,2,3,2,1,4,0,1,1,1
17893,0,53.21,22.95,5.37,3.58,247.96,256.24,2018,3,3,1,20,9,1,7,1,1.0,39,72,23,12,1,1,1,2,3,2,1,4,0,1,1,1
17894,0,51.85,19.74,6.24,1.95,219.53,212.31,2018,3,1,10,20,9,1,6,1,2.0,37,72,23,12,1,1,0,2,3,1,2,4,0,1,1,1
17895,1,49.61,32.53,5.26,2.74,39.92,28.01,2018,3,1,10,20,9,0,6,0,2.0,55,71,24,12,1,1,0,1,3,3,0,2,1,1,2,1
17896,1,40.82,21.44,4.14,1.43,256.3,222.49,2018,4,1,10,20,9,0,7,1,1.0,26,71,24,12,1,1,0,1,2,3,1,3,0,1,2,2
17897,1,92.68,25.54,4.96,2.32,272.17,294.29,2018,4,1,10,27,9,0,7,1,1.0,78,66,28,12,1,1,1,1,2,3,0,3,1,2,2,2
17898,0,19.7,21.36,4.07,3.21,84.41,114.94,2018,4,1,10,27,9,1,6,0,2.0,85,72,23,12,1,1,0,2,4,1,2,3,0,1,1,1
17899,0,60.93,21.17,6.46,1.13,141.03,150.96,2018,4,1,10,27,9,1,6,0,1.0,44,72,23,12,1,1,1,2,4,1,2,3,0,1,1,1
17900,1,95.5,23.96,2.95,2.65,249.29,264.68,2018,4,1,10,27,9,0,7,1,1.0,80,71,24,12,1,1,0,1,2,2,1,3,1,1,2,2
17901,1,88.78,26.54,4.1,2.87,259.6,257.78,2018,4,2,4,27,9,0,8,1,1.0,74,71,24,12,1,1,1,1,2,1,2,3,1,1,2,2
17902,1,84.81,24.31,4.43,2.98,248.14,232.68,2018,4,1,10,27,9,0,8,1,1.0,70,71,24,12,1,1,0,1,2,1,2,3,1,1,2,2
17903,1,82.14,25.8,3.41,4.14,266.57,284.66,2018,4,2,7,27,9,0,7,1,2.0,67,71,24,12,1,1,0,1,2,1,2,3,1,1,2,2
17904,1,73.94,24.37,4.06,3.39,261.17,274.4,2018,4,1,10,27,9,0,7,1,2.0,59,71,24,12,1,1,0,1,2,2,1,3,1,1,2,2
17905,1,81.59,23.76,4.71,2.75,297.23,313.56,2018,4,2,19,27,9,0,6,1,2.0,68,66,28,12,1,1,0,1,3,2,2,2,0,1,2,1
17906,1,78.18,23.12,5.47,1.17,224.44,217.88,2018,4,3,14,27,9,0,6,1,1.0,63,66,28,12,1,1,0,1,3,1,1,4,0,1,2,1
17907,0,90.83,30.85,4.01,2.65,260.75,291.33,2018,1,1,10,0,0,0,7,1,1.0,76,73,26,12,1,1,0,1,2,2,1,3,1,2,2,2
17908,0,87.43,31.94,4.37,2.77,266.22,293.36,2018,1,2,7,0,0,0,6,1,1.0,73,73,26,12,1,1,0,1,3,2,1,1,1,2,3,1
17909,0,60.79,32.03,5.08,1.91,287.55,303.61,2018,1,1,10,0,0,0,6,1,2.0,47,73,26,12,1,1,1,1,3,2,1,1,1,2,3,1
17910,0,41.83,30.37,2.73,2.27,279.5,257.63,2018,1,2,1,0,0,0,6,1,1.0,27,69,22,12,1,1,0,1,3,2,1,1,1,2,3,1
