,LineBackers,A,isHomeTeam,Distance,PlayerHeightInches,TimeSnapDiff,S,TightEnds,YardsToTouchdown,Season,TurfCode,Safeties,StadiumTypeCode,Age,IsPossTeamInLead,NoseTackles,isPlayDirectionLeft,Centers,Cornerbacks,DefensiveEnds,OffensiveGuards,HomeScoreBeforePlay,Y,Down,DefensiveTackles,isFirstDown,Quarter,DefendersInTheBox
10018,3,3.0,1,10,75,2.0,2.83,3,75,2017,1,2,1,23,1,0,1,1,2,2,2,10,24.11,2,2,1,2,8
28339,2,2.11,1,10,71,1.0,3.48,1,78,2019,2,2,1,24,0,0,1,1,3,2,2,0,24.42,1,2,1,1,7
9615,3,3.45,0,3,67,1.0,5.42,1,62,2017,1,2,1,25,0,0,0,1,3,2,2,14,32.97,2,1,1,4,6
19249,2,2.08,0,10,74,1.0,3.58,1,70,2018,2,2,2,22,0,0,1,1,3,2,2,0,30.89,1,2,1,1,7
7507,4,3.72,0,4,70,2.0,5.46,1,4,2017,1,2,1,26,0,1,1,1,2,0,2,0,27.08,2,2,1,1,9
19824,4,0.3,1,3,72,2.0,2.95,2,87,2018,2,2,1,21,1,2,1,1,3,0,2,0,30.63,2,0,1,2,6
17483,4,2.73,0,9,66,1.0,3.93,4,79,2018,2,2,2,23,0,0,0,1,2,1,1,16,29.57,3,2,1,4,8
18434,3,3.97,1,1,73,2.0,4.66,2,1,2018,1,2,1,23,0,1,0,1,2,2,2,0,28.6,1,1,1,1,7
20771,2,2.91,1,10,70,1.0,3.01,1,19,2018,2,2,4,27,1,1,1,1,3,2,2,0,31.32,1,1,1,1,6
1075,2,2.4,1,1,68,1.0,2.82,1,70,2017,1,1,1,26,0,0,0,1,4,2,2,7,23.83,2,2,1,1,7
8064,3,3.67,1,3,73,1.0,3.84,1,37,2017,1,2,1,24,0,0,1,1,3,1,2,3,26.04,2,2,1,2,7
13061,3,3.78,1,3,69,1.0,5.03,1,3,2018,3,2,1,23,0,0,0,1,3,2,1,6,24.25,1,1,1,2,8
22801,3,4.47,0,4,69,1.0,4.38,2,31,2019,1,1,1,29,0,1,1,2,3,2,1,0,30.14,2,1,1,1,8
15789,2,3.11,1,2,75,2.0,4.24,1,55,2018,2,2,2,28,1,0,0,0,3,2,2,13,23.27,2,2,1,4,6
11657,3,2.05,0,10,73,2.0,5.72,1,19,2018,1,2,1,24,0,0,0,2,3,1,1,13,26.82,1,2,1,4,6
28271,4,2.62,0,8,73,1.0,4.76,2,62,2019,1,2,1,23,1,1,1,1,2,2,2,13,26.79,2,0,1,3,7
16203,2,3.78,0,10,73,1.0,5.78,2,95,2018,2,2,1,25,0,1,0,1,3,3,2,10,23.77,2,0,1,3,7
287,4,2.53,0,4,71,2.0,5.19,1,44,2017,1,2,1,31,0,0,0,1,3,1,2,0,20.73,2,1,1,1,7
21564,2,2.61,1,2,73,1.0,3.65,1,52,2019,2,2,1,27,0,0,0,1,3,2,2,8,25.61,2,2,1,3,6
16857,2,2.77,0,4,72,1.0,5.25,1,48,2018,1,1,1,23,0,0,0,1,4,2,2,13,27.21,2,2,1,4,7
27187,4,0.98,0,10,71,1.0,2.96,2,74,2019,1,2,1,27,0,0,1,1,3,1,2,27,25.58,1,1,1,4,6
14628,3,2.88,1,10,71,2.0,4.38,1,21,2018,2,2,1,23,0,1,1,1,2,1,2,24,22.32,1,2,1,3,7
26064,4,2.62,1,10,75,2.0,3.85,3,92,2019,1,1,1,25,1,0,0,1,2,1,2,17,22.92,1,3,1,3,8
15327,2,3.93,1,4,73,1.0,4.58,1,18,2018,1,1,1,25,1,0,0,1,4,2,3,6,25.36,2,2,1,3,7
7867,3,1.49,0,1,69,1.0,4.39,1,50,2017,1,2,4,34,1,0,0,1,3,2,2,24,31.67,3,1,1,3,7
12530,3,3.73,1,8,71,1.0,3.07,1,66,2018,1,2,1,23,0,0,1,1,3,3,2,38,27.38,3,0,1,4,6
10447,3,2.29,1,1,69,1.0,2.81,1,27,2017,2,2,3,34,1,0,1,1,3,2,2,0,29.93,2,1,1,1,7
25460,3,1.76,0,4,73,1.0,6.05,1,24,2019,1,1,1,26,0,1,1,2,4,2,1,0,27.63,2,0,1,4,6
26667,3,2.5,0,7,71,1.0,4.31,2,55,2019,2,2,1,22,0,0,1,1,2,2,2,0,25.29,2,2,1,1,7
8485,3,1.77,0,2,72,1.0,3.61,1,2,2017,2,2,4,27,0,0,0,1,2,2,3,3,26.77,2,2,1,2,9
12079,3,2.05,0,1,72,2.0,4.48,1,66,2018,1,2,1,31,1,1,1,2,3,2,1,13,23.07,2,0,1,2,7
19399,1,2.36,0,3,72,1.0,4.39,1,3,2018,1,2,1,22,1,1,0,1,3,3,2,28,30.95,1,1,1,4,8
28062,4,3.82,0,10,72,2.0,4.27,1,80,2019,1,2,1,22,0,1,0,1,3,1,2,0,28.89,2,0,1,1,6
5024,4,2.7,0,1,72,1.0,3.03,1,52,2017,1,2,1,22,1,1,1,1,3,1,2,10,23.03,4,0,1,1,7
24084,4,1.92,0,10,71,2.0,6.61,2,40,2019,2,2,1,21,0,0,1,1,3,0,2,0,26.48,1,2,1,1,6
15735,5,1.99,1,10,73,1.0,5.39,1,75,2018,1,2,1,24,1,0,0,2,3,0,1,8,29.79,1,1,1,3,6
3007,4,3.39,0,8,72,1.0,3.72,1,47,2017,1,2,1,29,0,1,0,1,2,1,2,9,25.96,2,1,1,4,8
15435,4,2.72,0,1,71,1.0,2.95,1,74,2018,2,2,2,24,0,0,1,1,3,1,3,0,30.84,2,1,1,1,7
6136,4,1.9,1,1,73,1.0,3.21,2,1,2017,2,2,3,24,1,1,1,1,1,3,3,3,30.39,2,1,1,2,11
28000,3,1.85,0,4,71,1.0,3.9,1,49,2019,2,2,3,25,0,0,0,1,2,1,3,16,25.69,2,3,1,4,8
8441,4,3.51,0,10,72,2.0,3.81,2,66,2017,1,2,1,22,1,0,1,1,2,1,2,14,23.45,1,2,1,3,7
4290,4,1.42,1,10,75,2.0,3.84,1,75,2017,2,3,2,27,0,0,0,0,2,0,3,9,30.14,1,2,1,3,7
23975,2,3.25,0,1,73,1.0,4.73,2,53,2019,2,2,1,27,0,0,1,1,3,2,2,6,29.59,2,2,1,2,7
18734,3,2.41,1,10,75,2.0,3.77,3,99,2018,1,1,1,24,0,0,0,1,3,2,2,7,24.39,1,2,1,2,7
15208,3,2.04,0,5,71,2.0,5.52,2,80,2018,1,1,1,25,0,1,1,1,3,2,1,10,32.12,2,1,1,4,8
20001,2,2.57,0,1,70,1.0,4.57,1,38,2018,1,2,1,23,1,1,0,1,3,2,1,7,29.79,3,1,1,2,7
25525,4,2.87,0,4,75,1.0,5.07,1,70,2019,1,2,1,29,0,1,1,2,2,1,1,10,21.84,2,1,1,3,7
18621,2,2.04,1,1,71,2.0,4.86,1,21,2018,2,2,1,23,0,0,1,1,3,2,2,17,27.78,3,2,1,4,8
23781,3,2.79,0,2,72,1.0,4.65,1,54,2019,1,2,1,24,1,1,1,1,2,3,2,17,30.12,2,0,1,3,7
17866,2,1.99,1,10,71,1.0,5.13,1,73,2018,1,2,1,24,0,1,0,1,3,1,1,0,20.67,1,2,1,1,7
8527,2,3.39,1,15,72,1.0,3.94,1,47,2017,1,2,4,22,0,0,0,1,3,2,2,3,29.53,1,2,1,3,6
17610,4,2.95,1,1,72,1.0,3.45,2,24,2018,1,2,1,25,0,0,0,1,2,1,2,34,29.57,2,2,1,4,8
19334,3,2.12,1,4,71,2.0,6.01,1,71,2018,2,2,1,24,0,0,0,1,2,2,3,3,27.23,2,2,1,2,7
15256,2,2.82,0,10,73,1.0,4.1,1,12,2018,2,2,4,24,0,0,0,2,3,2,1,0,22.39,1,2,1,1,6
11064,3,0.66,1,1,72,1.0,4.07,3,1,2018,1,2,1,27,0,0,1,1,0,2,3,33,31.07,1,4,1,3,11
25747,2,3.81,0,10,71,1.0,4.67,1,19,2019,2,2,4,25,0,0,1,1,3,3,3,0,23.15,1,1,1,2,6
8925,3,3.16,0,10,68,2.0,4.77,1,91,2017,1,2,1,27,1,0,0,1,2,1,2,6,31.76,1,3,1,2,8
14792,4,2.59,0,10,70,2.0,2.89,0,22,2018,1,2,1,23,1,0,1,2,3,1,1,3,22.76,1,1,1,2,6
18799,3,3.26,1,1,72,1.0,4.28,1,68,2018,1,2,1,24,0,0,0,1,3,0,1,0,25.33,2,3,1,1,6
24419,2,2.32,0,1,72,1.0,2.61,1,66,2019,1,1,1,23,1,1,0,1,4,2,3,10,31.2,3,1,1,2,6
2841,3,3.13,0,10,75,1.0,4.02,1,75,2017,1,2,1,23,1,0,1,1,2,2,2,3,25.83,1,2,1,1,7
18461,4,3.25,0,10,72,1.0,4.35,1,65,2018,1,2,1,22,0,0,1,1,3,1,2,23,30.2,1,1,1,4,6
6744,3,3.17,1,10,71,1.0,4.3,1,75,2017,1,2,1,31,1,0,1,1,3,1,2,0,27.43,2,2,1,2,6
15626,2,3.66,1,5,69,1.0,4.24,0,39,2018,1,2,1,29,1,0,1,1,3,2,2,7,23.12,1,2,1,2,6
1984,4,2.53,1,1,69,1.0,4.1,0,86,2017,3,2,1,22,0,1,0,1,3,0,4,14,29.88,3,1,1,2,7
17015,1,3.61,1,5,73,1.0,4.39,1,34,2018,1,2,1,23,0,0,1,1,3,4,2,21,29.32,3,1,1,4,6
11462,4,2.19,1,2,69,1.0,4.73,1,56,2018,1,2,3,22,1,2,0,1,3,0,2,0,29.74,2,0,1,4,7
9905,3,3.79,1,2,71,2.0,5.26,2,42,2017,2,2,1,27,0,0,1,1,2,2,2,37,26.74,2,2,1,4,8
2618,2,3.73,1,3,71,2.0,4.25,1,53,2017,2,2,1,27,0,0,0,1,3,2,3,39,30.41,3,2,1,4,7
11588,3,3.0,0,6,71,1.0,3.54,1,6,2018,2,2,2,25,1,0,1,1,3,1,2,7,30.69,1,2,1,1,7
18244,3,1.96,1,10,69,2.0,6.4,2,81,2018,3,2,1,24,0,0,0,1,2,2,1,0,19.09,1,2,1,1,8
3724,3,2.42,0,6,73,1.0,4.64,1,64,2017,1,2,4,23,0,0,0,1,3,1,2,17,27.07,2,2,1,4,7
10144,2,2.16,0,1,73,1.0,3.56,1,1,2017,1,2,1,24,1,0,1,1,4,3,2,37,27.85,2,0,1,4,6
4787,3,2.1,0,1,73,1.0,3.36,1,82,2017,2,3,1,24,1,0,0,1,2,1,3,18,31.07,3,2,1,4,7
9863,1,2.57,0,4,71,1.0,3.37,1,23,2017,2,4,1,29,0,0,1,1,3,2,2,0,31.0,3,1,1,1,6
5,1,2.76,1,7,70,1.0,3.32,1,29,2017,2,3,1,25,0,1,1,1,3,2,2,7,22.73,3,1,1,1,5
17312,3,2.11,1,3,73,1.0,4.87,1,71,2018,1,3,1,25,0,2,0,1,3,0,2,19,28.79,2,0,1,3,6
23403,3,3.44,1,5,69,1.0,4.59,1,83,2019,2,2,1,36,1,0,0,1,3,2,2,10,31.49,2,1,1,3,7
12970,4,3.82,1,2,66,1.0,3.96,1,32,2018,1,2,1,23,0,0,1,0,3,1,3,28,23.08,2,1,1,2,6
10469,3,1.6,1,1,69,1.0,2.48,1,36,2017,2,2,3,34,1,0,1,2,1,3,2,7,28.79,3,2,1,3,9
17087,4,1.11,0,2,71,2.0,4.93,1,50,2018,2,2,2,22,1,0,1,1,3,1,2,13,27.48,2,1,1,4,7
1846,3,2.3,1,10,73,1.0,3.22,1,63,2017,1,2,1,24,1,1,0,1,2,2,3,0,28.2,1,1,1,1,7
14166,3,4.5,0,10,73,2.0,4.32,2,75,2018,2,2,1,23,1,0,0,1,2,2,2,7,25.67,2,2,1,1,8
14960,3,2.37,1,2,71,2.0,2.45,2,42,2018,1,2,1,23,0,0,0,0,2,2,1,14,30.05,2,2,1,2,6
1811,4,2.17,1,3,75,1.0,3.82,1,34,2017,1,2,1,23,0,0,1,1,2,1,2,16,31.37,2,2,1,3,8
9375,4,4.21,0,10,68,1.0,4.42,2,83,2017,1,2,1,26,1,1,0,1,2,1,3,7,29.44,2,1,1,1,7
8789,3,3.58,0,10,72,1.0,4.46,0,59,2017,1,1,1,24,0,0,1,1,3,1,2,7,29.76,1,3,1,2,6
23315,2,3.82,0,5,75,2.0,2.89,1,56,2019,2,2,3,25,0,0,0,1,2,3,2,10,22.93,2,2,1,3,7
10057,4,2.7,0,2,71,2.0,3.2,1,26,2017,1,2,1,25,0,0,0,2,3,2,1,0,22.44,3,0,1,1,7
9592,3,4.04,0,1,67,1.0,4.74,2,68,2017,1,2,1,25,0,0,1,1,2,2,2,7,32.5,2,2,1,1,7
16186,3,2.43,0,10,73,2.0,6.3,2,34,2018,2,2,1,25,1,1,0,1,2,3,2,7,24.91,1,0,1,2,8
8450,3,3.09,0,10,72,1.0,4.82,1,13,2017,1,2,1,22,1,0,0,1,3,1,2,21,31.32,1,2,1,4,5
26733,3,3.44,1,10,68,1.0,3.91,0,30,2019,1,2,1,25,0,0,0,1,2,2,2,17,23.66,1,2,1,3,7
16351,2,3.46,1,10,73,1.0,3.98,1,57,2018,1,2,1,23,0,1,0,1,3,2,2,31,30.64,1,1,1,3,7
4943,3,3.53,0,10,70,2.0,4.39,2,15,2017,1,2,1,27,0,0,1,1,2,2,2,0,29.39,2,2,1,1,7
9592,3,4.04,0,1,67,1.0,4.74,2,68,2017,1,2,1,25,0,0,1,1,2,2,2,7,32.5,2,2,1,1,7
22324,2,1.78,1,3,68,2.0,6.08,1,68,2019,1,2,1,28,1,0,1,1,3,2,2,7,25.75,2,2,1,2,7
13440,2,3.07,1,10,72,1.0,4.5,1,80,2018,1,2,1,22,0,1,1,2,2,4,1,3,25.08,1,0,1,1,7
26417,4,2.86,1,8,67,2.0,4.42,1,12,2019,2,1,1,22,0,0,0,1,4,2,2,17,23.98,2,0,1,4,6
8845,2,2.57,1,1,70,1.0,3.17,1,67,2017,2,3,1,28,0,0,1,2,2,3,1,10,22.18,2,1,1,2,6
19639,4,2.82,0,2,72,1.0,4.34,1,44,2018,1,2,1,23,1,0,1,1,3,0,2,14,30.15,2,2,1,3,6
16975,3,1.75,0,1,72,1.0,4.63,2,66,2018,2,3,4,23,1,1,0,1,2,1,2,9,25.46,3,1,1,3,7
11352,4,3.6,0,3,72,1.0,4.55,1,68,2018,2,2,1,23,0,1,0,1,3,1,2,3,23.1,2,0,1,2,6
23011,4,2.82,1,2,73,1.0,4.02,0,67,2019,1,2,3,27,1,1,1,1,3,0,2,20,30.21,2,1,1,4,5
20319,3,2.63,1,10,72,1.0,4.65,2,63,2018,2,2,2,32,1,0,1,2,2,2,2,9,31.03,2,2,1,4,8
9525,3,3.61,0,10,73,2.0,4.96,1,51,2017,1,2,1,29,1,0,0,1,3,2,2,16,29.38,1,1,1,3,7
20663,3,3.8,1,10,73,1.0,3.57,1,51,2018,1,1,1,23,0,0,0,1,4,2,2,20,23.85,1,1,1,3,6
10094,4,3.15,0,5,68,1.0,3.83,1,5,2017,1,1,1,26,1,0,1,2,4,1,1,27,29.24,1,1,1,4,6
9048,3,3.1,0,10,70,2.0,6.1,1,54,2017,1,2,1,22,1,0,1,1,3,2,2,10,28.1,1,1,1,2,6
5261,3,2.86,1,2,73,1.0,3.32,0,67,2017,2,2,4,21,1,0,0,1,3,1,2,7,29.49,2,2,1,3,7
6984,3,1.96,0,9,73,1.0,4.07,2,22,2017,2,1,2,24,0,0,1,1,3,2,3,6,26.0,2,2,1,4,8
325,4,3.91,0,3,68,1.0,5.36,1,52,2017,1,2,1,23,0,0,1,1,3,1,2,16,27.81,3,1,1,4,6
483,2,1.3,0,6,70,2.0,3.82,3,82,2017,1,2,1,30,0,1,1,1,2,4,2,3,23.55,2,0,1,4,8
27174,4,2.52,0,1,71,1.0,2.2,2,26,2019,1,2,1,24,0,0,0,1,3,1,2,13,30.73,2,1,1,3,6
20130,3,2.73,1,2,72,2.0,4.83,2,43,2018,2,2,3,22,1,0,0,1,2,2,3,0,28.02,2,2,1,2,8
22797,2,2.42,1,6,72,1.0,3.66,3,59,2019,2,2,3,23,0,0,1,1,2,4,3,27,27.21,2,1,1,4,8
17096,4,3.6,1,1,72,1.0,4.61,1,81,2018,2,2,3,22,0,0,1,1,3,1,3,0,22.66,2,1,1,1,7
6251,3,2.5,1,9,71,1.0,3.77,2,76,2017,1,3,1,30,1,0,1,1,2,1,3,16,25.48,2,2,1,3,6
18865,2,3.04,1,1,71,2.0,3.68,1,54,2018,1,2,1,22,0,2,0,0,3,2,3,23,25.25,2,0,1,4,7
20605,2,2.95,1,4,69,2.0,4.83,1,24,2018,1,3,1,29,0,1,0,1,3,2,1,7,21.57,2,0,1,2,7
4637,4,1.8,0,4,75,2.0,4.6,2,78,2017,1,2,1,27,1,0,1,0,2,1,3,6,33.24,2,2,1,1,8
1087,3,3.67,1,4,71,1.0,5.56,1,45,2017,1,1,1,30,0,0,1,1,3,3,2,14,32.71,2,1,1,2,6
10765,2,2.19,1,1,71,1.0,3.43,3,1,2017,1,3,1,23,0,0,1,1,0,2,2,0,25.54,3,4,1,1,11
18644,3,5.58,0,10,72,2.0,4.39,1,78,2018,2,2,1,23,1,0,0,2,2,2,1,13,21.13,1,2,1,2,8
17011,2,2.97,1,3,73,1.0,3.64,1,11,2018,1,2,1,23,1,0,0,2,3,2,1,13,23.5,2,2,1,3,6
12201,2,2.86,0,1,72,2.0,4.53,1,53,2018,2,2,2,21,1,0,1,1,3,3,2,10,23.65,3,1,1,2,7
1410,2,2.94,0,3,68,1.0,2.95,1,72,2017,2,2,1,26,1,0,0,1,3,2,2,7,22.13,2,2,1,2,7
8560,3,2.48,0,9,71,1.0,3.01,1,74,2017,1,2,1,31,1,0,1,1,3,2,2,3,23.02,2,1,1,1,7
24721,3,2.83,0,8,69,1.0,3.75,2,50,2019,1,1,1,26,1,1,0,1,3,2,1,24,30.3,2,1,1,4,7
1233,3,2.84,1,1,73,2.0,3.05,2,49,2017,2,3,4,24,0,2,0,1,3,0,2,31,23.42,3,0,1,3,7
26015,4,3.59,1,3,75,2.0,3.8,1,18,2019,2,1,2,29,0,0,0,2,3,1,1,3,23.21,2,2,1,2,8
9830,3,3.08,1,10,71,1.0,2.75,1,40,2017,1,2,1,22,0,0,1,0,3,1,2,10,24.55,1,2,1,2,5
22321,4,3.22,0,10,72,1.0,4.61,3,37,2019,1,2,1,23,0,0,0,1,2,1,3,7,29.92,1,2,1,2,7
14488,4,2.74,1,1,72,1.0,4.69,2,42,2018,1,2,1,22,1,0,1,1,2,0,3,3,24.48,2,3,1,2,8
22404,2,2.54,1,10,70,1.0,5.21,1,75,2019,1,1,1,21,0,1,0,1,4,2,0,10,24.03,1,1,1,2,7
116,4,2.63,1,10,73,1.0,4.27,1,75,2017,2,3,1,24,0,0,0,1,2,1,2,0,26.73,2,1,1,1,7
11654,4,1.56,0,10,73,1.0,4.66,1,58,2018,1,2,1,24,0,0,0,2,3,0,1,13,26.25,2,2,1,4,6
18477,2,2.05,1,10,71,1.0,4.98,1,75,2018,1,2,1,24,0,1,1,1,3,2,1,10,29.13,1,1,1,1,6
14712,5,2.45,0,1,72,1.0,5.37,2,1,2018,1,1,3,22,0,0,0,2,0,1,2,3,23.41,1,4,1,2,11
4637,4,1.8,0,4,75,2.0,4.6,2,78,2017,1,2,1,27,1,0,1,0,2,1,3,6,33.24,2,2,1,1,8
24672,3,2.25,0,1,75,1.0,5.4,1,33,2019,1,1,1,29,0,1,0,2,3,2,1,3,26.38,2,1,1,3,6
26269,4,2.23,1,2,73,1.0,4.19,1,75,2019,1,0,1,24,1,0,0,1,4,0,2,0,23.23,2,3,1,2,7
19809,2,0.91,0,4,75,1.0,3.88,1,36,2018,2,2,1,24,0,0,1,1,3,2,2,0,27.58,2,2,1,1,6
18038,4,3.61,1,10,70,1.0,4.49,2,97,2018,2,2,4,27,0,1,1,1,2,1,2,14,24.72,1,1,1,2,8
27873,3,2.17,1,1,73,1.0,5.22,2,12,2019,1,2,1,25,0,0,0,1,2,2,0,17,29.38,3,2,1,4,8
18048,2,3.45,0,1,75,1.0,4.34,1,54,2018,2,3,4,24,1,0,0,1,2,3,2,27,24.4,3,1,1,3,7
19848,2,3.27,0,1,75,1.0,3.86,1,1,2018,2,2,1,24,0,0,1,1,3,2,2,0,27.03,1,2,1,3,8
14678,5,2.3,0,10,70,1.0,5.8,2,58,2018,3,2,1,26,0,1,0,2,2,0,1,23,26.05,1,1,1,3,8
11173,4,2.83,1,20,69,2.0,5.27,1,31,2018,1,2,1,35,1,0,0,1,3,1,2,0,32.51,1,1,1,2,6
25753,2,2.1,0,6,71,1.0,5.7,1,16,2019,2,2,4,23,0,0,1,1,3,2,3,0,26.19,2,2,1,2,7
22028,2,3.48,0,4,70,1.0,3.96,2,40,2019,2,2,1,27,0,0,1,2,2,2,1,10,22.46,2,3,1,3,7
13673,6,4.36,1,1,72,1.0,4.01,2,1,2018,2,3,2,31,0,1,0,2,0,0,2,0,29.26,1,1,1,1,10
17516,2,3.45,0,1,70,1.0,4.12,1,1,2018,2,2,2,25,1,0,1,1,3,2,2,31,29.81,2,2,1,4,7
28047,4,3.55,1,3,67,1.0,3.9,3,54,2019,2,1,1,22,0,1,1,1,3,2,2,20,24.59,2,0,1,4,8
9608,2,2.19,0,1,68,1.0,1.69,1,43,2017,1,2,1,25,0,0,1,1,3,2,2,14,27.8,3,2,1,3,7
21255,3,2.01,1,2,70,2.0,5.34,2,56,2018,1,2,1,22,0,0,1,2,2,3,1,48,20.81,3,1,1,4,7
26358,2,1.44,0,2,72,2.0,4.15,2,71,2019,1,1,1,29,0,1,1,1,4,2,1,3,27.32,2,1,1,3,6
22888,3,2.27,1,8,70,2.0,6.24,2,36,2019,2,2,2,24,0,0,1,1,2,2,2,31,25.91,2,2,1,4,8
15890,3,3.53,1,2,70,1.0,4.32,1,48,2018,1,3,1,24,1,0,0,1,3,1,2,13,29.45,3,1,1,4,6
15201,4,1.43,1,1,70,1.0,4.94,2,50,2018,1,2,1,26,1,0,1,2,2,1,1,7,23.42,2,2,1,3,7
2600,2,2.24,1,2,71,1.0,2.49,1,34,2017,2,2,1,23,1,0,1,1,3,2,3,10,22.22,3,2,1,3,6
23899,4,1.82,1,3,71,1.0,4.1,2,40,2019,2,1,1,25,1,0,1,1,2,1,2,14,27.53,2,3,1,3,8
19787,2,3.26,0,10,74,1.0,4.28,1,75,2018,2,2,2,23,1,0,1,2,3,2,1,21,25.49,1,2,1,3,7
12516,3,2.1,1,1,71,1.0,5.07,1,66,2018,1,1,1,23,0,1,0,1,4,2,2,35,23.23,2,0,1,3,7
3334,4,2.16,0,10,72,2.0,5.18,2,66,2017,2,2,3,24,0,1,1,1,2,1,1,17,19.53,2,1,1,4,8
28345,3,3.28,1,10,71,2.0,5.78,2,64,2019,2,2,1,24,0,0,1,1,2,3,2,0,32.89,1,1,1,1,8
27901,2,2.96,0,1,71,2.0,2.84,2,26,2019,1,2,1,24,0,1,1,1,3,2,1,9,24.23,2,1,1,3,6
6512,4,2.83,1,3,73,1.0,4.6,1,3,2017,2,2,4,21,1,0,0,1,2,0,2,17,26.95,1,3,1,4,8
27522,3,2.78,1,1,73,1.0,4.57,2,61,2019,2,2,2,23,1,0,1,2,2,3,2,21,23.01,3,1,1,3,7
6216,3,2.61,1,10,68,2.0,4.34,1,36,2017,1,3,1,26,1,0,0,1,2,1,3,3,32.16,1,2,1,1,6
10775,3,2.96,0,7,70,1.0,4.88,1,85,2017,1,2,1,22,0,0,1,1,3,1,2,7,22.02,2,2,1,2,6
33,1,1.88,1,3,70,1.0,3.82,1,11,2017,2,3,1,25,0,0,0,1,3,3,2,24,29.1,2,1,1,3,7
10654,4,3.21,1,3,71,1.0,4.62,1,24,2017,2,2,1,25,0,0,1,2,3,1,1,15,29.44,2,1,1,3,7
27890,3,2.64,0,6,71,2.0,5.29,2,6,2019,1,2,1,31,1,1,1,0,2,2,2,3,26.09,1,1,1,2,8
2213,2,1.6,0,8,73,1.0,4.81,1,43,2017,2,1,2,23,0,0,1,1,4,2,2,30,33.42,2,2,1,4,6
15941,3,3.14,1,3,71,1.0,4.37,1,3,2018,1,1,1,22,0,0,1,1,4,1,2,7,24.77,2,2,1,1,7
24583,4,2.43,1,1,69,1.0,4.85,3,1,2019,1,1,1,29,0,0,0,2,0,3,1,7,28.37,1,3,1,1,11
14676,5,2.3,0,10,71,1.0,5.96,2,82,2018,3,2,1,23,0,1,0,2,2,0,1,23,27.42,1,1,1,3,7
18521,3,2.59,1,1,69,2.0,4.38,1,1,2018,1,2,1,29,1,1,0,1,1,2,3,0,28.98,2,3,1,2,10
14357,2,2.28,1,2,70,1.0,3.41,1,62,2018,2,2,1,29,0,0,1,1,3,2,2,7,30.51,2,2,1,1,6
10793,3,2.8,0,4,69,1.0,3.97,1,51,2017,1,2,1,28,1,0,0,1,3,1,2,20,29.94,3,2,1,4,7
15187,2,2.47,0,4,71,2.0,5.5,1,27,2018,1,2,1,25,0,1,0,2,3,3,1,0,26.12,2,0,1,2,7
506,2,2.4,0,10,71,2.0,3.83,1,91,2017,2,1,2,25,1,0,0,1,4,2,2,6,32.26,1,2,1,2,6
16820,4,0.78,0,6,71,1.0,5.26,1,66,2018,1,2,1,22,1,0,0,1,2,0,3,20,21.35,2,3,1,3,7
2255,4,2.65,1,10,73,1.0,3.05,1,42,2017,2,2,4,21,0,1,0,1,2,0,2,44,23.59,1,2,1,4,8
19179,2,2.51,1,1,72,2.0,4.86,2,57,2018,1,3,1,23,0,2,1,2,1,3,1,20,32.13,2,0,1,3,9
21976,3,3.68,0,7,71,1.0,4.11,2,64,2019,1,2,1,25,0,1,0,1,2,1,2,14,25.06,2,2,1,4,7
6551,3,2.4,1,2,75,1.0,3.47,3,2,2017,2,2,2,27,0,0,1,0,2,1,3,7,29.86,2,3,1,4,8
1884,3,2.9,0,10,71,1.0,4.19,2,69,2017,1,2,1,22,0,1,0,0,2,2,2,10,21.74,1,1,1,4,8
481,2,1.29,0,5,70,1.0,3.96,3,94,2017,1,2,1,30,0,1,1,1,2,4,2,3,24.46,2,0,1,4,8
21023,2,3.6,1,2,72,2.0,4.18,1,2,2018,2,2,1,21,1,0,1,1,3,2,2,25,27.6,3,2,1,4,7
25434,4,2.77,0,10,71,1.0,4.88,1,66,2019,1,2,1,24,0,0,0,2,3,2,1,0,30.82,1,0,1,2,6
8703,4,1.96,1,5,71,1.0,4.32,2,30,2017,1,2,1,25,0,1,0,2,2,0,1,13,24.46,2,2,1,3,8
17619,3,3.15,0,3,72,1.0,5.63,2,67,2018,2,2,1,28,1,0,0,1,2,2,2,14,26.69,2,2,1,1,7
9888,2,2.96,1,3,71,2.0,4.04,2,58,2017,2,2,1,27,0,0,0,1,3,2,2,16,24.12,2,2,1,3,7
16340,2,3.17,1,7,73,1.0,4.63,1,31,2018,1,2,1,23,0,1,1,1,3,2,2,14,31.33,2,1,1,1,6
14964,3,3.25,1,2,71,1.0,3.41,2,2,2018,1,2,1,23,0,0,0,0,2,2,1,24,30.49,1,2,1,3,6
21859,2,4.05,0,10,69,1.0,3.39,1,90,2019,2,2,2,25,0,0,0,1,3,2,2,0,24.97,1,2,1,1,6
7964,2,3.57,1,10,70,2.0,4.39,1,58,2017,2,2,1,23,1,1,0,1,3,2,2,0,32.24,1,1,1,1,7
18864,3,4.36,1,4,71,1.0,3.17,1,4,2018,1,2,1,22,1,1,0,0,2,2,3,17,29.25,1,1,1,4,8
21252,3,2.02,1,3,70,1.0,4.86,2,68,2018,1,2,1,22,0,0,1,2,2,2,1,48,21.16,2,2,1,4,7
457,3,2.82,1,10,72,2.0,6.49,1,75,2017,1,2,1,26,1,1,1,1,2,2,2,0,19.2,1,1,1,1,7
1180,2,2.89,1,7,71,1.0,3.6,2,78,2017,2,2,1,23,0,1,1,1,2,3,3,6,27.42,2,1,1,2,8
